Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Tizanidine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,2 mg (NDC 0378-0722-19),New,11/21/2019,,,,,Neurology,To be Discontinued,11/21/2019,11/21/2019,11/21/2019,,,,,,,
Tolazamide Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"250 mg, 100 count bottle (NDC 0378-0217-01)",New,05/02/2019,,,,,Endocrinology/Metabolism,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Tolazamide Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"500 mg, 100 count bottle (NDC 0378-0551-01)",New,05/02/2019,,,,,Endocrinology/Metabolism,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Tolbutamide Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"500 mg, 100 count bottle (NDC 0378-0215-01)",New,05/02/2019,,,,,Endocrinology/Metabolism,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Tolterodine Tartrate (Detrol LA) Extended Release Capsules,Pfizer Pharmaceuticals,800-533-4535,"2 mg, blisters (NDC 0009-5190-04)",New,10/01/2019,,Discontinuation of the manufacture of the drug.,,,Urology,To be Discontinued,10/01/2019,10/01/2019,10/01/2019,,,,,,,
Tolterodine Tartrate (Detrol LA) Extended Release Capsules,Pfizer Pharmaceuticals,800-533-4535,"4 mg, blisters (NDC 0009-5191-04)",New,10/01/2019,,Discontinuation of the manufacture of the drug.,,,Urology,To be Discontinued,10/01/2019,10/01/2019,10/01/2019,,,,,,,
Tositumomab and Iodine I 131 Tositumomab (Bexxar),GlaxoSmithKline,908-293-5330,N/A,Revised,02/18/2014,,,"BEXXAR (Tositumomab and Iodine I 131 Tositumomab) is being discontinued.  The product discontinuation is not related to product safety or any FDA action.   BEXXAR will no longer be available effective February 20, 2014.",,Oncology,To Be Discontinued,02/18/2014,02/18/2014,02/18/2014,,,,,,,http://hospiraadvancewithus.com/
Trandolapril Tablets,Teva Pharmaceuticals,800-545-8800,"4 mg tablets, 100 count (NDC 16252-543-90)",New,04/18/2018,,This discontinuation is due to a business decision.,,,Cardiovascular,To be Discontinued,04/18/2018,04/18/2018,04/18/2018,,,,,,,
Trandolapril Tablets,Teva Pharmaceuticals,800-545-8800,"2 mg tablets, 100 count (NDC 16252-542-90)",New,04/18/2018,,This discontinuation is due to a business decision.,,,Cardiovascular,To be Discontinued,04/18/2018,04/18/2018,04/18/2018,,,,,,,
Trandolapril Tablets,Teva Pharmaceuticals,800-545-8800,"1 mg tablets, 100 count (NDC 16252-541-30)",New,04/18/2018,,This discontinuation is due to a business decision.,,,Cardiovascular,To be Discontinued,04/18/2018,04/18/2018,04/18/2018,,,,,,,
"Triamcinolone Acetonide (Triesence) Injection, Suspension",Novartis,888-669-6682,Triesence (Triamcinolone acetonide injectable suspension) Vial 40mg/mL 1mL in 1 vial (NDC 0065-0534-01),New,09/12/2019,Unavailable. Estimated Shortage Duration: November 2019,,,Requirements related to complying with good manufacturing practices,Ophthalmology,Current,,,09/12/2019,,,,,,,
Triamcinolone Acetonide Cream,Mylan Pharmaceuticals Inc.,800-796-9526,1 mg/1g (NDC 40085-029-80),New,03/20/2018,,"The discontinuation of this product is a business decision and not related to product quality, safety or efficacy",,,Dermatology,To be Discontinued,03/20/2018,03/20/2018,03/20/2018,,,,,,,
Triamcinolone Acetonide Cream,Mylan Pharmaceuticals Inc.,800-796-9526,1mg/1g (NDC 40085-029-16),New,03/20/2018,,"The discontinuation of this product is a business decision and not related to product quality, safety or efficacy",,,Dermatology,To be Discontinued,03/20/2018,03/20/2018,03/20/2018,,,,,,,
Triamcinolone Acetonide Cream,Mylan Pharmaceuticals Inc.,800-796-9526,0.25mg/1g (NDC 40085-028-80),New,03/20/2018,,"The discontinuation of this product is a business decision and not related to product quality, safety or efficacy",,,Dermatology,To be Discontinued,03/20/2018,03/20/2018,03/20/2018,,,,,,,
Triamterene and Hydrochlorothiazide (Dyazide) Capsules,GlaxoSmithKline,888-825-5249,25 mg; 37.5 mg (NDC 0007-3650-30),New,06/28/2019,,This product discontinuation is a business related decision.  The anticipated date that GSK will cease distribution of the product is approximately October 2019.,,,Cardiovascular,To be Discontinued,06/28/2019,06/28/2019,06/28/2019,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 37.5 mg/25 mg, 100 count bottle (NDC 0781-5068-01)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 37.5 mg/25 mg, 500 count bottle (NDC 0781-5068-05)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 75 mg/50 mg, 100 count bottle (NDC 0781-5067-01)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 75 mg/50 mg, 500 count bottle (NDC 0781-5067-05)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 37.5 mg/25 mg, 100 count bottle (NDC 68001-0216-00)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 37.5 mg/25 mg, 500 count bottle (NDC 68001-0216-03)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 75 mg/50 mg, 100 count bottle (NDC 68001-0215-00)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Triamterene and Hydrochlorothiazide Tablets,Sandoz,800-525-8747,"Triamterene and Hydrochlorothiazide tablets, 75 mg/50 mg, 500 count bottle (NDC 68001-0215-03)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Triamterene and Hydrochlorothiazide tablets.,,,Cardiovascular,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,1 mg (NDC 0378-2401-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,10/02/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,2 mg (NDC 0378-2402-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,10/02/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,5 mg (NDC 0378-2405-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,10/02/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10 mg (NDC 0378-2410-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,10/02/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,1 mg 100 count bottle (NDC 0781-8028-01),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,1 mg 100 count bottle (NDC 0832-0494-11),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,2 mg 100 count bottle (NDC 0781-8032-01),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,2 mg 100 count bottle (NDC 0832-0495-11),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,5 mg 100 count bottle (NDC 0781-8034-01),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,5 mg 100 count bottle (NDC 0832-0496-11),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,10 mg 100 count bottle (NDC 0781-8036-01),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluoperazine Hydrochloride Tablets,Sandoz,800-525-8747,10 mg 100 count bottle (NDC 0832-0497-11),Reverified,11/18/2019,Supply Available,,,Other,Psychiatry,Current,,,10/25/2018,,,,,,,
Trifluridine Ophthalmic Solution,Sandoz,800-525-8747,Trifluridine 1% 7.5 mL (NDC 61314-044-75),Reverified,11/18/2019,"Limited supply available, on allocation, full recovery expected Q1 2020",,,Shortage of an active ingredient,Ophthalmology,Current,,,10/29/2019,,,,,,,
Valacyclovir Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,1 gram  (NDCs 0093-7259-98 and 0093-7259-56),New,11/15/2019,,This product is being discontinued due to a business decision.,,,Antiviral,To be Discontinued,11/15/2019,11/15/2019,11/15/2019,,,,,,,
Valacyclovir Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,500 mg tablets (NDCs 45963-558-30 and 45963-558-08),New,02/21/2019,,,,,Antiviral,To be Discontinued,02/21/2019,02/21/2019,02/21/2019,,,,,,,
Valacyclovir Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,1 G tablets (NDCs 45963-559-30 and 45963-559-08),New,02/21/2019,,,,,Antiviral,To be Discontinued,02/21/2019,02/21/2019,02/21/2019,,,,,,,
Valsartan Tablets,Amneal Pharmaceutical,866-525-7270,"40 mg, 30 ct bottle (NDC 65162-837-03); 60 ct bottle (NDC 65162-837-06); 500 ct bottle (NDC 65162-837-50)",New,08/16/2018,"Estimated release September 7, 2018",,,Other,Cardiovascular,Current,,,08/16/2018,,,,,,,
Valsartan Tablets,Amneal Pharmaceutical,866-525-7270,"80 mg, 90 ct bottle (NDC 65162-838-09); 500 ct bottle (NDC 65162-838-50); 1000 ct bottle (NDC 65162-838-11)",New,08/16/2018,"Estimated release September 7, 2018",,,Other,Cardiovascular,Current,,,08/16/2018,,,,,,,
Valsartan Tablets,Amneal Pharmaceutical,866-525-7270,"160 mg, 90 ct bottle (NDC 65162-839-09); 500 ct bottle (NDC 65162-839-50); 1000 ct bottle (NDC 65162-839-11)",New,08/16/2018,"Estimated release September 7, 2018",,,Other,Cardiovascular,Current,,,08/16/2018,,,,,,,
Valsartan Tablets,Amneal Pharmaceutical,866-525-7270,"320 mg, 90 ct bottle (NDC 65162-840-09); 500 ct bottle (NDC 65162-840-50); 1000 ct bottle (NDC 65162-840-11)",New,08/16/2018,"Estimated release September 7, 2018",,,Other,Cardiovascular,Current,,,08/16/2018,,,,,,,
Valsartan Tablets,Camber Pharmaceuticals Inc.,866-827-3647,40 mg (NDC 31722-745-30),Revised,06/10/2019,Currently not marketing this product,Subject to nationwide voluntary recall,,Shortage of an active ingredient,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,Camber Pharmaceuticals Inc.,866-827-3647,80 mg (NDC 31722-746-90),Revised,06/10/2019,Currently not marketing this product,Subject to nationwide voluntary recall,,Shortage of an active ingredient,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,Camber Pharmaceuticals Inc.,866-827-3647,160 mg (NDC 31722-746-90),Revised,06/10/2019,Currently not marketing this product,Subject to nationwide voluntary recall,,Shortage of an active ingredient,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,Camber Pharmaceuticals Inc.,866-827-3647,320 mg (NDC 31722-748-90),Revised,06/10/2019,Currently not marketing this product,Subject to nationwide voluntary recall,,Shortage of an active ingredient,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,Ohm Laboratories Inc.,800-818-4555,40 mg (NDC 51660-140-30),New,08/03/2018,Manufacturing resumes from September  2018 dependent on API supplies.,Manufacturing stopped temporarily and currently not supplying.,,Discontinuation of the manufacture of the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
Valsartan Tablets,Ohm Laboratories Inc.,800-818-4555,80 mg (NDC 51660-141-90),New,08/03/2018,Manufacturing resumes from September  2018 dependent on API supplies.,Manufacturing stopped temporarily and currently not supplying.,,Discontinuation of the manufacture of the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
Valsartan Tablets,Ohm Laboratories Inc.,800-818-4555,160 mg (NDC 51660-142-90),New,08/03/2018,Manufacturing resumes from September  2018 dependent on API supplies.,Manufacturing stopped temporarily and currently not supplying.,,Discontinuation of the manufacture of the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
Valsartan Tablets,Ohm Laboratories Inc.,800-818-4555,320 mg (NDC 51660-143-90),New,08/03/2018,Manufacturing resumes from September  2018 dependent on API supplies.,Manufacturing stopped temporarily and currently not supplying.,,Discontinuation of the manufacture of the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
Valsartan Tablets,Macleods Pharmaceuticals Limited,888-677-0778,Valsartan Tablets 40mg x 30's Bottle Pack (NDC 33342006207),Reverified,06/11/2019,Available,,,Available,Cardiovascular,Current,,,08/03/2018,,,,,,,
Valsartan Tablets,Macleods Pharmaceuticals Limited,888-677-0778,Valsartan Tablets 80mg x 90's Bottle Pack (NDC 33342006310),Reverified,06/11/2019,Available,,,Available,Cardiovascular,Current,,,08/03/2018,,,,,,,
Valsartan Tablets,Macleods Pharmaceuticals Limited,888-677-0778,Valsartan Tablets 160mg x 30's Bottle Pack (NDC 33342006410),Reverified,06/11/2019,Available,,,Available,Cardiovascular,Current,,,08/03/2018,,,,,,,
Valsartan Tablets,Macleods Pharmaceuticals Limited,888-677-0778,Valsartan Tablets 320mg x 30's Bottle Pack (NDC 33342006510),Reverified,06/11/2019,Available,,,Available,Cardiovascular,Current,,,08/03/2018,,,,,,,
Valsartan Tablets,"Solco Healthcare US, LLC",866-931-9829,40mg 30’s (NDC 43547-0367-03),Reverified,06/10/2019,TBD,"Valsartan tablets are the subject of a nationwide voluntary recall for all lots, which was announced on July 13, 2018.",,Other,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,"Solco Healthcare US, LLC",866-931-9829,160mg 90’s (NDC 43547-0369-09),Reverified,06/10/2019,TBD,"Valsartan tablets are the subject of a nationwide voluntary recall for all lots, which was announced on July 13, 2018.",,Other,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,"Solco Healthcare US, LLC",866-931-9829,80mg 90’s (NDC 43547-0368-09),Reverified,06/10/2019,TBD,"Valsartan tablets are the subject of a nationwide voluntary recall for all lots, which was announced on July 13, 2018.",,Other,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,"Solco Healthcare US, LLC",866-931-9829,320mg 90’s (NDC 43547-0370-09),Reverified,06/10/2019,TBD,"Valsartan tablets are the subject of a nationwide voluntary recall for all lots, which was announced on July 13, 2018.",,Other,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,
Valsartan Tablets,Aurobindo Pharma,732-839-9400,Valsartan Tablets USP 40 mg. - 30/Bottle (NDC 65862-0570-30),Revised,07/19/2019,Aurobindo Pharma USA’s Valsartan family of products are available under allocation.,Regulatory Delays,,Demand increase for the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
Valsartan Tablets,Aurobindo Pharma,732-839-9400,Valsartan Tablets USP 80 mg. - 90/Bottle (NDC 65862-0571-90),Revised,07/19/2019,Aurobindo Pharma USA’s Valsartan family of products are available under allocation.,Regulatory Delays,,Demand increase for the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
Valsartan Tablets,Aurobindo Pharma,732-839-9400,Valsartan Tablets USP 160 mg. - 90/Bottle (NDC 65862-0572-90),Revised,07/19/2019,Aurobindo Pharma USA’s Valsartan family of products are available under allocation.,Regulatory Delays,,Demand increase for the drug,Cardiovascular,Current,,,08/03/2018,FDA updates recalled valsartan-containing product information and reminds API manufacturers to evaluate processes for unsafe impurities,https://www.fda.gov/Drugs/DrugSafety/ucm613916.htm,,,,,
